,Minus1_LFQ,Minus2_LFQ,Minus3_LFQ,Plus1_LFQ,Plus2_LFQ,Plus3_LFQ,Minus1,Minus2,Minus3,Plus1,Plus2,Plus3
sp|Q9Y296|TPPC4_HUMAN,1226231.9533758434,,1479338.925223042,614573.2399390687,,,1226232.13532367,,1479338.7966777731,614573.1865365109,,
sp|Q6IA69|NADE_HUMAN,2392584.978683187,2274750.167925387,2147052.130832448,,1866076.6962698628,1657461.6056560406,1661100.3020993054,3415923.6003114944,1733528.3634654654,,1295562.6027423234,2231810.710748337
sp|Q9UBU9|NXF1_HUMAN,4795344.035691122,5548508.52748868,5269271.961320496,,5627228.201242297,5492760.771069213,1148519.009971401,4881436.0610176055,9217523.683299331,,6760902.9818613995,4724731.760662073
sp|Q9BZL1|UBL5_HUMAN,4190917.887249879,5891911.361898419,6013351.910960266,4837177.519066907,4821288.63158079,5250750.100022104,2453637.3366979985,3449513.9730631197,3520609.3663453925,8073179.247775991,5083250.986910645,8425206.499985218
sp|Q9BTT0|AN32E_HUMAN,6966472.933719572,8631991.156908756,6107891.6374809295,6051238.523323049,6800122.484142905,7152869.946833344,4113781.0064532547,5097271.839238994,3606778.413129418,13886954.099033628,4015547.865729302,10990253.458823964
sp|P35637|FUS_HUMAN,7440918.3169684,7424616.35423562,6639891.634272381,6745527.99578439,5631408.779761388,6095076.403053368,3862102.6887845104,7627591.240329978,6787813.44929105,9593891.084050136,5799354.521013399,6306686.500606472
sp|Q8IWR0|Z3H7A_HUMAN,,1366318.5715767143,1172319.2829882458,1432012.5823989671,1181870.5144580451,1102022.4270598504,373644.5143549263,1614992.7422751952,711130.8241203219,1643257.210056766,646631.672415591,1264886.415259022
sp|Q03154|ACY1_HUMAN,612822.8514091915,645002.4258977922,,612822.8514091915,673831.509363128,860916.6420338113,329935.96597816114,688082.4154806026,,342128.6008565972,1082200.8776643304,963048.4201334233
sp|Q9UH62|ARMX3_HUMAN,520757.10151277354,600954.566490945,564669.4878131266,365318.711007349,509859.3517471588,,520757.2821876571,600954.2070613723,564670.0719328055,365318.4925110508,509859.1648784677,
sp|P07951|TPM2_HUMAN,25775375.01864794,24498516.653424356,6667619.884587457,38232972.67041636,7259612.160281614,37701089.39764057,9607376.96742326,9131447.112874985,2485257.634322447,14250654.642583255,58570228.11504495,46090221.312749416
sp|Q03426|KIME_HUMAN,774733.634350819,507302.6595168751,,,,,284265.3067550371,186139.51909555192,811631.4680171052,,,
sp|Q9P275|UBP36_HUMAN,946064.4013977614,726067.5235079724,,982604.192177456,1000778.9062570025,,617305.0834297404,352745.5096609919,1558108.6559920693,641147.1863288318,486208.5879285581,
sp|Q9BQE4|SELS_HUMAN,,2160861.8477626196,,,2539403.1279380913,2254827.0305486694,,2851326.8558730925,,,1187505.402297443,2916259.7480788454
sp|P06454|PTMA_HUMAN,,265732.1088533392,69374278.51267283,41089468.34261659,57863137.97157877,521048.57937995275,,266322.74460269534,69528474.8928009,17226141.116375454,81570486.22213842,522240.5391840238
sp|Q9NR33|DPOE4_HUMAN,,2013855.534216768,1651707.4307660947,2096959.5429297502,1567339.4962257678,2580891.4816166568,,2921427.5688194223,1748438.6732655976,3342635.5189754553,717222.5105915635,1181029.214102998
sp|Q69YQ0|CYTSA_HUMAN,,916827.6129376406,874332.5858088516,811690.928373289,933834.9399820146,,,1083176.4013154858,628613.0018720579,848599.321368732,976297.3425455202,
sp|Q68EM7|RHG17_HUMAN,,2072688.6596897265,,2423015.1554299635,1927521.7552778379,,,3050581.113429265,,2353711.887558604,1018932.5694096592,
sp|Q96CW5|GCP3_HUMAN,,,2850942.3864420746,,1812521.9773488557,,,2135640.6111513474,2032442.805462488,,495380.94717709476,
sp|Q9NRV9|HEBP1_HUMAN,,5452134.473517043,5349654.69901885,4565338.7952868575,5249804.575527515,6541805.758527888,,5015384.564627348,5676882.687176674,4442058.521646742,4957434.687491734,7066977.840935657
sp|Q9NX24|NHP2_HUMAN,,7014138.707565713,6461905.9875236675,5488836.241879662,5525490.74315646,,,6758052.941908474,6042467.655190631,5571160.151984525,6118690.931041873,
sp|Q96B26|EXOS8_HUMAN,,3944348.0520901913,,3621866.013855549,3679196.6365753165,4000178.835629475,,4577741.306126738,,4204622.743521142,3096539.2628569184,3366686.2256457345
sp|Q587I9|SFT2C_HUMAN,,1095469.0719130526,901472.9936765735,941109.0728223096,726757.7092131675,,,1095469.496650405,901473.5332944423,941109.4594216701,726756.3582585859,
sp|Q9NNW7|TRXR2_HUMAN,,2775590.5081109223,2825242.5009830007,3003141.740706818,2882017.786647424,,,2775588.258746942,2825244.909680015,3003139.3069332335,2882020.061087976,
sp|Q8IV08|PLD3_HUMAN,,3763634.5466919513,2918738.586624256,,2987734.3058787407,,,2730251.126096838,2117338.7623188416,,2167393.3886836995,2655124.1620955686
sp|Q9NRG1|PRDC1_HUMAN,,2889839.9982035775,3406401.5581504926,2979037.1620583697,,3372057.3033121238,,1326797.5449731387,1563963.8275324197,5042283.028149496,,4714291.6210695105
sp|P11279|LAMP1_HUMAN,,18454483.65284108,15633303.44881909,18824206.899422914,14189957.784571046,,,16481168.334970966,13961661.871671546,23986485.6996476,12672635.879364012,
sp|P41223|BUD31_HUMAN,,2437048.296798806,1419031.399059146,1950835.809783914,2812394.462215222,1389653.892172024,,4063863.967403464,1114155.512252439,1531702.3258294137,2208154.173097793,1091087.8814460048
sp|O60287|NPA1P_HUMAN,,2043044.956287908,1845578.3690122706,1752407.7312139398,1598696.2869182,2300204.311180737,,1474393.1411272485,1009312.344405012,1790026.192204191,1628098.0540291537,3638101.9228474507
sp|P35754|GLRX1_HUMAN,,3957330.6266657263,5382924.698121404,7191079.952093781,7063088.752301831,5979511.0572242215,,451690.75330054935,10748068.337436488,820791.8260226579,10195771.855469756,7357612.314177508
sp|Q13416|ORC2_HUMAN,,,,1332712.3133102125,1433638.8099335397,,,393060.50515462377,,744157.1202704568,1629133.4978186712,
sp|P62917|RL8_HUMAN,,102948365.91621973,109238259.15050028,125682282.74746121,113244745.9634094,105714339.30347024,,100150438.85441604,116619549.11863679,121893951.8143059,101253522.28367609,116910531.01002607
sp|Q9Y2U8|MAN1_HUMAN,,2518804.729423129,1358404.3971132003,,1718424.768678958,,,2377496.8041059477,622499.3782625763,566889.006308157,2028748.706538607,
sp|Q86YQ8|CPNE8_HUMAN,,3088627.0342575936,,,2483521.4504881436,,,3088627.0342575936,,,2483521.450488143,
sp|Q8NI60|COQ8A_HUMAN,,624493.6144519326,483425.3221520528,575204.1994919804,460660.7957839599,,,624493.3928062101,483425.49951611966,575204.4072716965,460660.63228589913,
sp|Q8WXD5|GEMI6_HUMAN,,,2698371.3624587944,1731254.1313348117,2771357.5917416373,1884388.9543329815,,636440.1325855636,1729280.0941825625,3735971.857006818,1776050.1074083117,1207629.848684971
sp|Q96T76|MMS19_HUMAN,,,,5378108.968782536,4805920.708532082,,,6212486.679483805,510765.6656447872,1010148.9778296152,902677.1155871241,1547951.2387692844
sp|Q14657|LAGE3_HUMAN,,1980634.1403672122,1789586.1478705977,2549458.2602415048,1318712.3212270255,2477686.0861576516,,1980634.7314941387,1789587.8512861356,2549456.642141371,1318711.4842615349,2477686.24668081
sp|Q9H501|ESF1_HUMAN,,2424318.6877716817,2171808.717147032,,2368052.650227478,,,1227494.0474939197,3920499.9470004956,,1816186.0606517754,
sp|Q8IYI6|EXOC8_HUMAN,,5730636.8408544315,,,5236299.165825425,,,2827936.6372460434,,,8138999.369433811,
sp|Q96GX2|A7L3B_HUMAN,,3244719.4850653564,3588212.7435626965,3689283.457678928,3740750.037081105,4007227.5602380647,,3244714.6109058023,3588215.785401663,3689286.7883499265,3740754.5583162336,4007221.5406525237
sp|Q9NRY4|RHG35_HUMAN,,1241293.4555139407,1120739.377931278,1065492.4637375318,1118519.4447013128,,,510723.9108972861,1259704.8520880954,1760964.674646193,1014651.3042524899,
sp|Q9NRR5|UBQL4_HUMAN,,3301923.890180488,2271484.455979299,,4912761.22522459,3215149.88935851,,5029256.38486294,3089848.8401456666,,4378770.264456433,1203443.971277847
sp|Q9H9T3|ELP3_HUMAN,,3427147.382402164,2623386.1523322966,1947090.6390943471,,2696882.1740484927,,4457108.567007512,2251589.345440345,1671139.374435571,,2314669.060993871
sp|Q01831|XPC_HUMAN,,279378.99988553056,,393503.9564382784,375260.1288027216,293583.02853973146,,279378.7428837061,,393503.59445246425,375260.4650601607,293583.3112699309
sp|Q53S08|RAB6D_HUMAN,,1654271.3933172529,,1819179.7208325083,,1934694.5354560807,,1654271.177443979,,1819180.1891727268,,1934694.2829891364
sp|P11182|ODB2_HUMAN,,2494007.7240826036,3428348.121576575,,1788194.2559446373,1970216.4309075065,,2660431.389586613,2939378.605254261,383848.4052610396,2392164.250706595,1304943.8817028156
sp|Q9Y399|RT02_HUMAN,,6312701.64255306,5289895.21957042,6175061.561868304,5720663.146910193,6901047.573594214,,5713649.309862441,5781978.136506288,6083278.846361887,6213071.847298344,6607391.004467236
sp|O00505|IMA4_HUMAN,,6523799.325980105,9541563.88387668,9801314.252660507,9647193.997482516,9086561.718692731,,6392505.865194756,9785460.83581012,9604059.7995151,9914694.055685699,8903712.622486867
sp|Q9NU22|MDN1_HUMAN,,1521139.1039492316,1868541.6146217668,1233492.506951668,981539.0027453218,1525102.599869952,,4428027.813235423,477758.4862893647,761084.1562845111,939044.0131208969,523900.3592077456
sp|A1X283|SPD2B_HUMAN,,2691584.101367633,2673489.4289169046,1956893.6073945672,1740544.39298549,2016358.8789394011,,2597046.4596230546,1751290.5935062908,3408882.371562691,2000819.2120378653,1320831.7728740918
sp|Q96EB6|SIR1_HUMAN,,920955.1548960923,,840952.7286423312,1089744.7580022416,989499.6252808827,,802789.4316290742,,733051.0358879336,1660290.3481140723,645021.4511904679
sp|P10909|CLUS_HUMAN,,5945547.972499014,4234572.915878148,3822960.345784995,3656337.1257356587,3705975.0197943943,,5119051.061209458,3645930.3703357084,4770970.536950593,4638630.339290826,3190811.0719056255
sp|Q96CV9|OPTN_HUMAN,,2677904.361494924,3403720.4379614494,1559468.0911542976,1827774.8068020358,,,2712120.7680843575,4577591.397320129,1370892.8238709567,808262.7081372642,
sp|Q96C90|PP14B_HUMAN,,3889045.8042165465,4035426.0870772903,,9633551.670455743,,,3889027.8641414694,4035424.65578276,,9633571.041825352,
sp|Q6UW78|UQCC3_HUMAN,,1448913.270806383,2009410.4467584153,450047.14169442246,3624678.121455571,5378180.856044966,,3151666.543243815,1710910.1810154926,383191.0919753284,3086227.0636815075,4579234.9568436155
sp|Q9BSU1|PHAF1_HUMAN,,401516.4753217662,,,452674.04896733485,438986.1099227596,,401516.435494364,,,452674.0040654876,438986.1946520092
sp|Q15004|PAF15_HUMAN,,3843428.7255986053,3779399.7395557966,3305650.319615345,3243415.6943131965,3530770.9296797733,,3541453.385832034,4478258.00402803,3324777.6534910095,3104814.054172198,3253362.311239445
sp|P83111|LACTB_HUMAN,,4393697.151883227,4362863.047401761,3706993.994624719,,3921817.7330526593,,3180048.688475658,4856952.691661163,4230014.415795996,,4118356.1310295486
sp|Q9UHD2|TBK1_HUMAN,,,,,,,,1736399.3723672351,730324.9408459023,1727524.3034696097,,326583.8967312885
sp|Q9Y547|IFT25_HUMAN,,5783782.237087558,6257425.0093694255,,5026314.927706488,7023217.717267798,,5306169.597241782,5740696.201083702,1989366.3940376565,4611252.461268471,6443255.237799662
sp|P49356|FNTB_HUMAN,,1593514.2080113383,1914822.630841364,1443443.5770342,960687.4511325046,1672244.118324429,,1435102.6641655157,1724464.9049973353,2053955.998134566,865182.8986486404,1506005.519397778
sp|O95372|LYPA2_HUMAN,,2647155.007375143,2557560.857036824,8429245.339532893,,,,2647154.217812792,2557560.762242403,8429246.223889666,,
sp|P60983|GMFB_HUMAN,,8134675.413120509,10508801.918166189,11137262.266060758,15317966.054643614,14309240.191113405,,13596749.73191382,8468624.363849467,14898716.078473695,11063094.0744218,11380761.594445692
sp|O15270|SPTC2_HUMAN,,1405739.040703281,1566019.1341723488,,1429091.3708753923,1356604.328202756,,1516849.6683622668,1675114.8140624226,438276.4052072003,1091282.8917042525,1035930.0946176363
sp|Q96H20|SNF8_HUMAN,,2332537.1083672047,2445153.99133554,,2674389.4666549712,1975653.5572148545,,2475468.090056227,2671830.090591837,,2811947.4114430877,1468488.531481418
sp|Q66LE6|2ABD_HUMAN,,1039598.8289231673,1065507.7054010432,873217.3795812508,817374.7522786774,,,1039599.71168276,1065506.7523145303,873218.1810421156,817374.0211447323,
sp|Q9Y312|AAR2_HUMAN,,4533321.495875461,2659404.47051919,2705199.30047275,,,,2945592.3209235026,1520401.4166762466,2294936.993646321,,3136994.5356213315
sp|Q9NSI2|SLX9_HUMAN,,1204541.6454076013,1279181.9902157949,1195876.8879787908,1405641.3734691108,,,1704127.127921626,1445344.149013078,341798.1340011386,1593972.486135456,
sp|Q9UMX0|UBQL1_HUMAN,,6797248.156027968,4787763.7485855,,,,,7417274.48048446,4167737.424129007,,,
sp|Q9GZQ3|COMD5_HUMAN,,649645.5876444782,,,585196.957353182,619531.4162942482,,649645.568256591,,,585196.9398886862,619531.4531466311
sp|O15084|ANR28_HUMAN,,2299326.3367461013,1526912.3891464174,1631303.8774052472,1455930.6458553707,1465256.5554079572,,2347982.4829045683,2232288.454313627,1665823.7169308069,1486738.5581757138,645896.592236378
sp|O14787|TNPO2_HUMAN,,1655094.3384216016,1987662.1948778557,1654447.5598647797,1454560.3174565618,,,1470387.3887972916,1765836.1075587592,1469812.730360375,1292229.2006186529,753498.9832857214
sp|Q96R06|SPAG5_HUMAN,,1102447.610303032,1177977.1213096166,827541.4642983589,722110.1749301942,783682.354905455,,1832821.3542357837,778053.3075178865,1008307.485210316,476953.4143177001,517623.16446497006
sp|Q16798|MAON_HUMAN,,1704363.1342058678,1647932.9919929192,1634572.864788623,2692611.0969469524,1587143.2761791032,,1650115.5560360202,1595481.6517288955,1582546.610877789,2901857.1893118387,1536622.356158923
sp|Q9C0B1|FTO_HUMAN,,3192790.4806162305,,3535076.8265145742,2486652.683538962,3169199.196983565,,2270727.358571144,,2996307.1440022113,4776982.061205201,2339702.623874777
sp|Q9NWM3|CUED1_HUMAN,,1806775.7025989792,,,,,,1806775.7025989792,,,,
sp|Q96RQ1|ERGI2_HUMAN,,673085.7652371362,,,949865.3332656783,,,673085.7652371363,,,949865.3332656783,
sp|Q9H9H4|VP37B_HUMAN,,3317220.2287206827,3428929.176262187,,,,,383283.18285362754,396190.4238610928,1160300.673005875,1447639.7614924542,3358735.3637698204
